symbol,quote_date,expiration_date,days_to_expiration,contract_count,call_count,put_count,distinct_strikes,minimum_strike,maximum_strike,median_strike_gap,maximum_strike_gap,strike_gap_completeness_score,call_put_balance_score,completeness_score
CIEN,2026-07-20,2026-09-18,60,1,1,0,1,420.0,420.0,,,1.0,0.0,0.36
CINF,2026-07-20,2026-08-21,32,1,1,0,1,180.0,180.0,,,1.0,0.0,0.36
CINF,2026-07-20,2026-09-18,60,1,1,0,1,210.0,210.0,,,1.0,0.0,0.36
CL,2026-07-20,2026-07-31,11,1,1,0,1,100.0,100.0,,,1.0,0.0,0.36
CL,2026-07-20,2026-08-21,32,2,2,0,2,92.5,105.0,12.5,12.5,1.0,0.0,0.47
CL,2026-07-20,2026-09-18,60,4,3,1,4,92.5,100.0,2.5,2.5,1.0,0.5,0.79
CLX,2026-07-20,2026-08-21,32,7,4,3,6,85.0,110.0,5.0,5.0,1.0,0.857143,0.971429
CLX,2026-07-20,2026-09-18,60,3,2,1,3,85.0,100.0,7.5,10.0,1.0,0.666667,0.713333
CMCSA,2026-07-20,2026-07-31,11,1,1,0,1,25.0,25.0,,,1.0,0.0,0.36
CMCSA,2026-07-20,2026-08-07,18,1,0,1,1,22.0,22.0,,,1.0,0.0,0.36
CMCSA,2026-07-20,2026-08-14,25,2,2,0,2,21.0,27.0,6.0,6.0,1.0,0.0,0.47
CMCSA,2026-07-20,2026-08-21,32,7,5,2,6,21.0,28.0,1.0,3.0,0.833333,0.571429,0.872619
CMCSA,2026-07-20,2026-09-18,60,9,5,4,9,21.0,35.0,1.5,5.0,0.75,0.888889,0.915278
CME,2026-07-20,2026-07-31,11,2,1,1,2,245.0,265.0,20.0,20.0,1.0,1.0,0.67
CME,2026-07-20,2026-08-21,32,1,1,0,1,260.0,260.0,,,1.0,0.0,0.36
CME,2026-07-20,2026-09-18,60,2,2,0,2,260.0,320.0,60.0,60.0,1.0,0.0,0.47
CMG,2026-07-20,2026-07-31,11,7,5,2,7,30.0,40.0,1.5,3.0,1.0,0.571429,0.914286
CMG,2026-07-20,2026-08-07,18,1,0,1,1,35.0,35.0,,,1.0,0.0,0.36
CMG,2026-07-20,2026-08-14,25,1,0,1,1,32.0,32.0,,,1.0,0.0,0.36
CMG,2026-07-20,2026-08-21,32,10,6,4,8,22.5,45.0,2.5,5.0,1.0,0.8,0.96
CMG,2026-07-20,2026-09-18,60,11,6,5,8,25.0,65.0,2.5,22.5,0.277778,0.909091,0.801263
CMI,2026-07-20,2026-09-18,60,1,0,1,1,620.0,620.0,,,1.0,0.0,0.36
CMS,2026-07-20,2026-09-18,60,1,1,0,1,80.0,80.0,,,1.0,0.0,0.36
CNC,2026-07-20,2026-07-31,11,2,0,2,2,67.0,68.0,1.0,1.0,1.0,0.0,0.47
CNC,2026-07-20,2026-08-07,18,2,1,1,2,59.0,71.0,12.0,12.0,1.0,1.0,0.67
CNC,2026-07-20,2026-09-18,60,2,0,2,2,22.5,70.0,47.5,47.5,1.0,0.0,0.47
CNP,2026-07-20,2026-08-21,32,1,1,0,1,47.0,47.0,,,1.0,0.0,0.36
COF,2026-07-20,2026-08-14,25,3,3,0,3,185.0,195.0,5.0,5.0,1.0,0.0,0.58
COF,2026-07-20,2026-08-21,32,3,3,0,3,145.0,230.0,42.5,75.0,1.0,0.0,0.58
COF,2026-07-20,2026-09-18,60,4,3,1,4,160.0,260.0,40.0,50.0,1.0,0.5,0.79
COHR,2026-07-20,2026-07-31,11,5,3,2,4,195.0,450.0,80.0,170.0,1.0,0.8,0.85
COHR,2026-07-20,2026-08-07,18,2,0,2,2,250.0,270.0,20.0,20.0,1.0,0.0,0.47
COHR,2026-07-20,2026-08-21,32,7,3,4,6,160.0,650.0,55.0,330.0,0.416667,0.857143,0.825595
COHR,2026-07-20,2026-09-18,60,5,3,2,5,210.0,580.0,30.0,300.0,0.25,0.8,0.7725
COIN,2026-07-20,2026-07-31,11,25,18,7,22,75.0,295.0,5.0,60.0,0.208333,0.56,0.714083
COIN,2026-07-20,2026-08-07,18,10,4,6,10,40.0,210.0,10.0,55.0,0.454545,0.8,0.823636
COIN,2026-07-20,2026-08-14,25,8,4,4,8,55.0,280.0,30.0,73.0,1.0,1.0,1.0
COIN,2026-07-20,2026-08-21,32,21,14,7,20,5.0,300.0,10.0,50.0,0.5,0.666667,0.808333
COIN,2026-07-20,2026-09-18,60,13,10,3,12,50.0,800.0,15.0,490.0,0.076531,0.461538,0.66144
COO,2026-07-20,2026-09-18,60,1,1,0,1,75.0,75.0,,,1.0,0.0,0.36
COP,2026-07-20,2026-07-31,11,2,2,0,2,80.0,120.0,40.0,40.0,1.0,0.0,0.47
COP,2026-07-20,2026-08-07,18,3,2,1,3,100.0,111.0,5.5,7.0,1.0,0.666667,0.713333
COP,2026-07-20,2026-08-14,25,2,2,0,2,150.0,155.0,5.0,5.0,1.0,0.0,0.47
COP,2026-07-20,2026-08-21,32,10,7,3,9,90.0,190.0,5.0,35.0,0.357143,0.6,0.759286
COP,2026-07-20,2026-09-18,60,4,3,1,4,95.0,190.0,25.0,65.0,0.961538,0.5,0.780385
COR,2026-07-20,2026-09-18,60,1,1,0,1,340.0,340.0,,,1.0,0.0,0.36
COST,2026-07-20,2026-07-31,11,26,11,15,26,580.0,1250.0,10.0,115.0,0.217391,0.846154,0.773579
COST,2026-07-20,2026-08-07,18,5,2,3,5,550.0,1135.0,102.5,360.0,0.711806,0.8,0.887951
COST,2026-07-20,2026-08-14,25,1,0,1,1,770.0,770.0,,,1.0,0.0,0.36
COST,2026-07-20,2026-08-21,32,10,5,5,10,540.0,1180.0,60.0,160.0,0.9375,1.0,0.984375
COST,2026-07-20,2026-08-28,39,1,1,0,1,1180.0,1180.0,,,1.0,0.0,0.36
COST,2026-07-20,2026-09-18,60,2,2,0,2,470.0,1480.0,1010.0,1010.0,1.0,0.0,0.47
CPRT,2026-07-20,2026-08-21,32,5,3,2,4,25.0,32.5,2.5,2.5,1.0,0.8,0.85
CPRT,2026-07-20,2026-09-18,60,2,2,0,2,27.5,30.0,2.5,2.5,1.0,0.0,0.47
CRH,2026-07-20,2026-07-31,11,2,0,2,2,103.0,105.0,2.0,2.0,1.0,0.0,0.47
CRH,2026-07-20,2026-08-21,32,2,0,2,2,90.0,95.0,5.0,5.0,1.0,0.0,0.47
CRH,2026-07-20,2026-09-18,60,3,1,2,3,95.0,125.0,15.0,20.0,1.0,0.666667,0.713333
CRL,2026-07-20,2026-09-18,60,1,1,0,1,220.0,220.0,,,1.0,0.0,0.36
CRM,2026-07-20,2026-07-31,11,11,7,4,10,115.0,200.0,5.0,40.0,0.3125,0.727273,0.77358
CRM,2026-07-20,2026-08-07,18,2,1,1,2,100.0,175.0,75.0,75.0,1.0,1.0,0.67
CRM,2026-07-20,2026-08-14,25,2,0,2,2,100.0,150.0,50.0,50.0,1.0,0.0,0.47
CRM,2026-07-20,2026-08-21,32,20,11,9,17,140.0,390.0,5.0,140.0,0.089286,0.9,0.752321
CRM,2026-07-20,2026-08-28,39,1,1,0,1,200.0,200.0,,,1.0,0.0,0.36
CRM,2026-07-20,2026-09-18,60,11,7,4,10,140.0,340.0,10.0,110.0,0.227273,0.727273,0.752273
CRWD,2026-07-20,2026-07-31,11,19,11,8,18,85.0,270.0,5.0,82.5,0.151515,0.842105,0.7563
CRWD,2026-07-20,2026-08-07,18,2,0,2,2,130.0,155.0,25.0,25.0,1.0,0.0,0.47
CRWD,2026-07-20,2026-08-14,25,2,1,1,2,150.0,220.0,70.0,70.0,1.0,1.0,0.67
CRWD,2026-07-20,2026-08-21,32,28,16,12,26,80.0,275.0,5.0,62.5,0.2,0.857143,0.771429
CRWD,2026-07-20,2026-09-18,60,8,3,5,8,62.5,230.0,10.0,72.5,0.344828,0.75,0.786207
CRWV,2026-07-20,2026-07-31,11,33,25,8,29,50.0,160.0,1.0,50.0,0.05,0.484848,0.65947
CRWV,2026-07-20,2026-08-07,18,9,6,3,9,60.0,105.0,5.0,10.0,1.0,0.666667,0.933333
CRWV,2026-07-20,2026-08-14,25,8,6,2,8,45.0,110.0,5.0,25.0,0.5,0.5,0.775
CRWV,2026-07-20,2026-08-21,32,24,14,10,21,35.0,150.0,5.0,20.0,0.625,0.833333,0.872917
CRWV,2026-07-20,2026-08-28,39,4,4,0,4,90.0,100.0,4.0,5.0,1.0,0.0,0.69
CRWV,2026-07-20,2026-09-18,60,20,14,6,18,35.0,150.0,5.0,20.0,0.625,0.6,0.82625
CSCO,2026-07-20,2026-07-31,11,4,1,3,4,105.0,119.0,5.0,7.0,1.0,0.5,0.79
CSCO,2026-07-20,2026-08-07,18,1,0,1,1,110.0,110.0,,,1.0,0.0,0.36
CSCO,2026-07-20,2026-08-14,25,1,0,1,1,140.0,140.0,,,1.0,0.0,0.36
CSCO,2026-07-20,2026-08-21,32,10,8,2,9,100.0,175.0,5.0,35.0,0.357143,0.4,0.719286
CSCO,2026-07-20,2026-09-18,60,5,3,2,5,97.5,125.0,7.5,10.0,1.0,0.8,0.96
CSGP,2026-07-20,2026-08-21,32,3,1,2,2,25.0,30.0,5.0,5.0,1.0,0.666667,0.603333
CSGP,2026-07-20,2026-09-18,60,1,1,0,1,35.0,35.0,,,1.0,0.0,0.36
CSX,2026-07-20,2026-08-14,25,1,1,0,1,53.0,53.0,,,1.0,0.0,0.36
CSX,2026-07-20,2026-08-28,39,1,1,0,1,53.0,53.0,,,1.0,0.0,0.36
CSX,2026-07-20,2026-09-18,60,1,0,1,1,40.0,40.0,,,1.0,0.0,0.36
CTAS,2026-07-20,2026-07-31,11,1,0,1,1,210.0,210.0,,,1.0,0.0,0.36
CTAS,2026-07-20,2026-09-18,60,2,2,0,2,210.0,240.0,30.0,30.0,1.0,0.0,0.47
CTSH,2026-07-20,2026-08-21,32,4,2,2,4,37.5,47.5,2.5,5.0,1.0,1.0,0.89
CTVA,2026-07-20,2026-08-21,32,1,1,0,1,90.0,90.0,,,1.0,0.0,0.36
CTVA,2026-07-20,2026-09-18,60,1,1,0,1,90.0,90.0,,,1.0,0.0,0.36
CVNA,2026-07-20,2026-07-31,11,5,2,3,5,50.0,75.0,5.0,10.0,1.0,0.8,0.96
CVNA,2026-07-20,2026-08-07,18,1,1,0,1,85.0,85.0,,,1.0,0.0,0.36
CVNA,2026-07-20,2026-08-21,32,15,7,8,15,39.0,126.0,3.0,30.0,0.25,0.933333,0.799167
CVNA,2026-07-20,2026-09-18,60,5,1,4,4,46.0,66.0,4.0,14.0,0.714286,0.4,0.698571
CVS,2026-07-20,2026-08-07,18,4,2,2,3,99.0,107.0,4.0,6.0,1.0,1.0,0.78
CVS,2026-07-20,2026-08-14,25,1,1,0,1,105.0,105.0,,,1.0,0.0,0.36
CVS,2026-07-20,2026-08-21,32,2,1,1,2,100.0,110.0,10.0,10.0,1.0,1.0,0.67
CVS,2026-07-20,2026-08-28,39,1,1,0,1,97.0,97.0,,,1.0,0.0,0.36
CVS,2026-07-20,2026-09-18,60,4,3,1,4,100.0,120.0,5.0,10.0,1.0,0.5,0.79
CVX,2026-07-20,2026-07-31,11,14,9,5,12,145.0,205.0,2.5,20.0,0.3125,0.714286,0.770982
CVX,2026-07-20,2026-08-07,18,5,3,2,5,175.0,200.0,5.0,10.0,1.0,0.8,0.96
CVX,2026-07-20,2026-08-21,32,12,7,5,11,160.0,220.0,5.0,10.0,1.0,0.833333,0.966667
CVX,2026-07-20,2026-09-18,60,8,6,2,8,100.0,230.0,10.0,80.0,0.3125,0.5,0.728125
D,2026-07-20,2026-08-21,32,2,2,0,2,72.5,75.0,2.5,2.5,1.0,0.0,0.47
DAL,2026-07-20,2026-07-31,11,2,1,1,2,80.0,95.0,15.0,15.0,1.0,1.0,0.67
DAL,2026-07-20,2026-08-14,25,1,0,1,1,79.0,79.0,,,1.0,0.0,0.36
DAL,2026-07-20,2026-08-21,32,5,3,2,5,80.0,95.0,3.75,5.0,1.0,0.8,0.96
DAL,2026-07-20,2026-09-18,60,7,4,3,7,75.0,95.0,2.5,7.5,0.833333,0.857143,0.929762
DASH,2026-07-20,2026-07-31,11,3,0,3,3,157.5,170.0,6.25,7.5,1.0,0.0,0.58
DASH,2026-07-20,2026-08-07,18,3,0,3,3,135.0,155.0,10.0,15.0,1.0,0.0,0.58
DASH,2026-07-20,2026-08-21,32,2,2,0,2,165.0,270.0,105.0,105.0,1.0,0.0,0.47
DASH,2026-07-20,2026-08-28,39,1,0,1,1,190.0,190.0,,,1.0,0.0,0.36
DASH,2026-07-20,2026-09-18,60,2,0,2,2,125.0,160.0,35.0,35.0,1.0,0.0,0.47
DD,2026-07-20,2026-09-18,60,1,1,0,1,65.0,65.0,,,1.0,0.0,0.36
DDOG,2026-07-20,2026-07-31,11,5,4,1,5,195.0,340.0,32.5,70.0,1.0,0.4,0.88
DDOG,2026-07-20,2026-08-14,25,1,1,0,1,260.0,260.0,,,1.0,0.0,0.36
DDOG,2026-07-20,2026-08-21,32,4,3,1,3,270.0,400.0,65.0,100.0,1.0,0.5,0.68
DDOG,2026-07-20,2026-09-18,60,4,2,2,4,170.0,290.0,30.0,60.0,1.0,1.0,0.89
DE,2026-07-20,2026-07-31,11,1,0,1,1,595.0,595.0,,,1.0,0.0,0.36
DE,2026-07-20,2026-08-07,18,2,1,1,2,515.0,575.0,60.0,60.0,1.0,1.0,0.67
DE,2026-07-20,2026-08-14,25,1,1,0,1,790.0,790.0,,,1.0,0.0,0.36
DE,2026-07-20,2026-08-21,32,1,0,1,1,580.0,580.0,,,1.0,0.0,0.36
DECK,2026-07-20,2026-07-31,11,1,0,1,1,105.0,105.0,,,1.0,0.0,0.36
DECK,2026-07-20,2026-08-14,25,1,1,0,1,130.0,130.0,,,1.0,0.0,0.36
DELL,2026-07-20,2026-07-31,11,12,5,7,12,300.0,500.0,15.0,50.0,0.75,0.833333,0.904167
DELL,2026-07-20,2026-08-07,18,1,1,0,1,450.0,450.0,,,1.0,0.0,0.36
DELL,2026-07-20,2026-08-14,25,1,1,0,1,620.0,620.0,,,1.0,0.0,0.36
DELL,2026-07-20,2026-08-21,32,20,9,11,20,105.0,600.0,20.0,85.0,0.588235,0.9,0.877059
DELL,2026-07-20,2026-09-18,60,9,3,6,9,75.0,450.0,27.5,200.0,0.34375,0.666667,0.769271
DG,2026-07-20,2026-07-31,11,2,0,2,2,95.0,99.0,4.0,4.0,1.0,0.0,0.47
DG,2026-07-20,2026-08-14,25,1,1,0,1,155.0,155.0,,,1.0,0.0,0.36
DG,2026-07-20,2026-09-18,60,1,0,1,1,120.0,120.0,,,1.0,0.0,0.36
DGX,2026-07-20,2026-08-21,32,1,1,0,1,220.0,220.0,,,1.0,0.0,0.36
DHI,2026-07-20,2026-08-14,25,1,0,1,1,140.0,140.0,,,1.0,0.0,0.36
DHI,2026-07-20,2026-08-21,32,2,1,1,2,130.0,165.0,35.0,35.0,1.0,1.0,0.67
DHI,2026-07-20,2026-09-18,60,2,1,1,2,145.0,230.0,85.0,85.0,1.0,1.0,0.67
DHR,2026-07-20,2026-08-21,32,2,2,0,2,200.0,230.0,30.0,30.0,1.0,0.0,0.47
DHR,2026-07-20,2026-08-28,39,1,1,0,1,220.0,220.0,,,1.0,0.0,0.36
DHR,2026-07-20,2026-09-18,60,3,1,2,3,175.0,210.0,17.5,25.0,1.0,0.666667,0.713333
DIA,2026-07-20,2026-07-31,11,23,13,10,22,355.0,550.0,5.0,60.0,0.208333,0.869565,0.775996
DIA,2026-07-20,2026-08-07,18,5,4,1,5,489.0,545.0,8.0,36.0,0.555556,0.4,0.768889
DIA,2026-07-20,2026-08-14,25,1,1,0,1,490.0,490.0,,,1.0,0.0,0.36
DIA,2026-07-20,2026-08-21,32,13,4,9,12,495.0,546.0,5.0,10.0,1.0,0.615385,0.923077
DIA,2026-07-20,2026-08-28,39,1,1,0,1,560.0,560.0,,,1.0,0.0,0.36
DIA,2026-07-20,2026-09-18,60,5,2,3,4,480.0,535.0,20.0,25.0,1.0,0.8,0.85
DIS,2026-07-20,2026-07-31,11,10,6,4,9,93.0,114.0,1.5,7.0,0.535714,0.8,0.843929
DIS,2026-07-20,2026-08-07,18,3,3,0,3,99.0,102.0,1.5,2.0,1.0,0.0,0.58
DIS,2026-07-20,2026-08-21,32,6,4,2,5,90.0,110.0,5.0,5.0,1.0,0.666667,0.933333
DIS,2026-07-20,2026-09-18,60,5,3,2,5,90.0,110.0,5.0,5.0,1.0,0.8,0.96
DLR,2026-07-20,2026-08-07,18,1,1,0,1,195.0,195.0,,,1.0,0.0,0.36
DLR,2026-07-20,2026-08-21,32,2,2,0,2,175.0,220.0,45.0,45.0,1.0,0.0,0.47
DLR,2026-07-20,2026-09-18,60,2,1,1,2,145.0,190.0,45.0,45.0,1.0,1.0,0.67
DLTR,2026-07-20,2026-07-31,11,1,1,0,1,80.0,80.0,,,1.0,0.0,0.36
DLTR,2026-07-20,2026-08-21,32,1,0,1,1,100.0,100.0,,,1.0,0.0,0.36
DOC,2026-07-20,2026-08-21,32,1,1,0,1,22.5,22.5,,,1.0,0.0,0.36
DOV,2026-07-20,2026-08-21,32,1,1,0,1,210.0,210.0,,,1.0,0.0,0.36
DOV,2026-07-20,2026-09-18,60,1,1,0,1,210.0,210.0,,,1.0,0.0,0.36
DOW,2026-07-20,2026-07-31,11,1,0,1,1,25.0,25.0,,,1.0,0.0,0.36
DOW,2026-07-20,2026-08-21,32,4,3,1,4,27.5,35.0,2.5,2.5,1.0,0.5,0.79
DOW,2026-07-20,2026-09-18,60,6,4,2,5,22.5,37.5,2.5,7.5,0.833333,0.666667,0.891667
DPZ,2026-07-20,2026-08-21,32,8,5,3,7,290.0,380.0,10.0,30.0,0.833333,0.75,0.908333
DRI,2026-07-20,2026-08-21,32,2,1,1,2,165.0,220.0,55.0,55.0,1.0,1.0,0.67
DUK,2026-07-20,2026-08-21,32,5,3,2,4,120.0,135.0,5.0,5.0,1.0,0.8,0.85
DUK,2026-07-20,2026-09-18,60,2,2,0,2,130.0,135.0,5.0,5.0,1.0,0.0,0.47
DVN,2026-07-20,2026-07-31,11,5,3,2,5,40.0,46.0,1.0,3.0,0.833333,0.8,0.918333
DVN,2026-07-20,2026-08-07,18,3,2,1,3,44.0,50.0,3.0,4.0,1.0,0.666667,0.713333
DVN,2026-07-20,2026-08-14,25,2,0,2,2,30.0,39.0,9.0,9.0,1.0,0.0,0.47
DVN,2026-07-20,2026-08-21,32,6,4,2,5,37.5,50.0,2.5,5.0,1.0,0.666667,0.933333
DVN,2026-07-20,2026-09-18,60,6,5,1,6,20.0,52.5,2.5,20.0,0.3125,0.333333,0.694792
DXCM,2026-07-20,2026-08-21,32,3,2,1,3,65.0,85.0,10.0,15.0,1.0,0.666667,0.713333
DXCM,2026-07-20,2026-09-18,60,1,0,1,1,80.0,80.0,,,1.0,0.0,0.36
EA,2026-07-20,2026-07-31,11,1,1,0,1,207.5,207.5,,,1.0,0.0,0.36
EA,2026-07-20,2026-08-07,18,1,1,0,1,210.0,210.0,,,1.0,0.0,0.36
EA,2026-07-20,2026-08-21,32,4,0,4,4,140.0,170.0,10.0,10.0,1.0,0.0,0.69
EA,2026-07-20,2026-09-18,60,2,2,0,2,120.0,215.0,95.0,95.0,1.0,0.0,0.47
EBAY,2026-07-20,2026-07-31,11,1,0,1,1,95.0,95.0,,,1.0,0.0,0.36
EBAY,2026-07-20,2026-08-21,32,1,1,0,1,115.0,115.0,,,1.0,0.0,0.36
EBAY,2026-07-20,2026-09-18,60,2,2,0,2,110.0,120.0,10.0,10.0,1.0,0.0,0.47
ECHO,2026-07-20,2026-07-31,11,3,1,2,3,89.0,97.0,4.0,7.0,1.0,0.666667,0.713333
ECHO,2026-07-20,2026-08-14,25,1,1,0,1,95.0,95.0,,,1.0,0.0,0.36
ECHO,2026-07-20,2026-08-21,32,6,6,0,6,100.0,190.0,10.0,40.0,0.625,0.0,0.70625
ECHO,2026-07-20,2026-09-18,60,5,4,1,5,85.0,165.0,20.0,35.0,1.0,0.4,0.88
ECL,2026-07-20,2026-08-21,32,4,2,2,3,200.0,290.0,45.0,70.0,1.0,1.0,0.78
EEM,2026-07-20,2026-07-31,11,6,2,4,5,60.0,72.0,3.0,5.5,1.0,0.666667,0.933333
EEM,2026-07-20,2026-08-07,18,5,2,3,5,60.0,67.0,1.5,2.5,1.0,0.8,0.96
EEM,2026-07-20,2026-08-21,32,17,10,7,15,51.0,73.0,0.5,9.0,0.138889,0.823529,0.749428
EEM,2026-07-20,2026-08-28,39,1,1,0,1,40.0,40.0,,,1.0,0.0,0.36
EEM,2026-07-20,2026-09-18,60,18,6,12,18,52.0,75.0,1.0,4.0,0.625,0.666667,0.839583
EFA,2026-07-20,2026-07-31,11,11,4,7,9,78.0,105.0,3.0,10.0,0.75,0.727273,0.882955
EFA,2026-07-20,2026-08-07,18,8,4,4,6,85.0,105.5,4.0,10.0,1.0,1.0,1.0
EFA,2026-07-20,2026-08-14,25,2,0,2,2,85.0,100.0,15.0,15.0,1.0,0.0,0.47
EFA,2026-07-20,2026-08-21,32,10,3,7,10,86.0,107.0,1.0,6.0,0.416667,0.6,0.774167
EFA,2026-07-20,2026-08-28,39,2,0,2,2,93.0,105.0,12.0,12.0,1.0,0.0,0.47
EFA,2026-07-20,2026-08-31,42,8,2,6,8,82.0,113.0,4.0,8.0,1.0,0.5,0.9
EFA,2026-07-20,2026-09-18,60,12,4,8,12,70.0,112.0,3.0,11.0,0.681818,0.666667,0.853788
EFX,2026-07-20,2026-08-21,32,2,2,0,2,185.0,200.0,15.0,15.0,1.0,0.0,0.47
EIX,2026-07-20,2026-08-21,32,3,2,1,3,72.5,80.0,3.75,5.0,1.0,0.666667,0.713333
EL,2026-07-20,2026-07-31,11,1,1,0,1,92.0,92.0,,,1.0,0.0,0.36
EL,2026-07-20,2026-09-18,60,2,1,1,2,90.0,95.0,5.0,5.0,1.0,1.0,0.67
ELV,2026-07-20,2026-08-21,32,5,5,0,5,380.0,430.0,10.0,20.0,1.0,0.0,0.8
ELV,2026-07-20,2026-09-18,60,2,1,1,2,340.0,430.0,90.0,90.0,1.0,1.0,0.67
EMR,2026-07-20,2026-07-31,11,3,2,1,3,138.0,162.5,12.25,17.0,1.0,0.666667,0.713333
EMR,2026-07-20,2026-08-07,18,1,1,0,1,139.0,139.0,,,1.0,0.0,0.36
EMR,2026-07-20,2026-08-21,32,2,2,0,2,155.0,190.0,35.0,35.0,1.0,0.0,0.47
EMR,2026-07-20,2026-09-18,60,4,1,3,4,95.0,155.0,25.0,25.0,1.0,0.5,0.79
EOG,2026-07-20,2026-07-31,11,2,1,1,2,119.0,145.0,26.0,26.0,1.0,1.0,0.67
EOG,2026-07-20,2026-08-21,32,3,2,1,3,130.0,150.0,10.0,15.0,1.0,0.666667,0.713333
EOG,2026-07-20,2026-09-18,60,1,1,0,1,155.0,155.0,,,1.0,0.0,0.36
EQIX,2026-07-20,2026-08-21,32,1,0,1,1,800.0,800.0,,,1.0,0.0,0.36
EQIX,2026-07-20,2026-09-18,60,4,4,0,4,1100.0,1350.0,90.0,100.0,1.0,0.0,0.69
EQR,2026-07-20,2026-08-21,32,1,1,0,1,70.0,70.0,,,1.0,0.0,0.36
EQT,2026-07-20,2026-07-31,11,1,1,0,1,49.5,49.5,,,1.0,0.0,0.36
EQT,2026-07-20,2026-08-14,25,1,0,1,1,52.0,52.0,,,1.0,0.0,0.36
EQT,2026-07-20,2026-08-21,32,4,3,1,3,50.0,55.0,2.5,2.5,1.0,0.5,0.68
EQT,2026-07-20,2026-08-28,39,1,1,0,1,54.0,54.0,,,1.0,0.0,0.36
EQT,2026-07-20,2026-09-18,60,6,4,2,5,45.0,62.5,3.75,7.5,1.0,0.666667,0.933333
ES,2026-07-20,2026-08-21,32,2,1,1,1,75.0,75.0,,,1.0,1.0,0.56
ETHA,2026-07-20,2026-07-31,11,19,10,9,17,5.0,17.5,0.5,1.5,0.833333,0.947368,0.947807
ETHA,2026-07-20,2026-08-07,18,10,5,5,9,5.0,16.0,0.75,4.5,0.416667,1.0,0.854167
ETHA,2026-07-20,2026-08-14,25,3,2,1,3,15.0,17.0,1.0,1.5,1.0,0.666667,0.713333
ETHA,2026-07-20,2026-08-21,32,12,9,3,10,7.0,20.0,1.0,5.0,0.5,0.5,0.775
ETHA,2026-07-20,2026-08-28,39,7,3,4,7,9.5,19.0,1.25,3.0,1.0,0.857143,0.971429
ETHA,2026-07-20,2026-09-18,60,16,11,5,14,5.0,43.0,1.0,8.0,0.3125,0.625,0.753125
ETN,2026-07-20,2026-08-07,18,1,0,1,1,415.0,415.0,,,1.0,0.0,0.36
ETN,2026-07-20,2026-08-21,32,1,1,0,1,440.0,440.0,,,1.0,0.0,0.36
ETN,2026-07-20,2026-09-18,60,2,2,0,2,320.0,490.0,170.0,170.0,1.0,0.0,0.47
ETR,2026-07-20,2026-08-21,32,3,2,1,3,110.0,120.0,5.0,5.0,1.0,0.666667,0.713333
EVRG,2026-07-20,2026-09-18,60,1,0,1,1,60.0,60.0,,,1.0,0.0,0.36
EW,2026-07-20,2026-08-21,32,3,3,0,3,87.5,100.0,6.25,7.5,1.0,0.0,0.58
EW,2026-07-20,2026-09-18,60,1,1,0,1,97.5,97.5,,,1.0,0.0,0.36
EWJ,2026-07-20,2026-07-31,11,3,3,0,3,81.0,92.5,5.75,10.5,1.0,0.0,0.58
EWJ,2026-07-20,2026-09-18,60,4,2,2,4,75.0,110.0,13.0,21.0,1.0,1.0,0.89
EWZ,2026-07-20,2026-07-31,11,6,3,3,6,34.0,42.0,1.0,4.0,0.625,1.0,0.90625
EWZ,2026-07-20,2026-08-07,18,8,5,3,8,34.0,38.5,0.5,1.5,0.833333,0.75,0.908333
EWZ,2026-07-20,2026-08-14,25,1,0,1,1,33.5,33.5,,,1.0,0.0,0.36
EWZ,2026-07-20,2026-08-21,32,14,9,5,13,22.0,52.0,1.0,12.0,0.208333,0.714286,0.74494
EWZ,2026-07-20,2026-08-28,39,6,5,1,6,30.5,38.0,1.0,4.0,0.625,0.333333,0.772917
EWZ,2026-07-20,2026-09-18,60,11,8,3,11,20.0,53.0,2.5,8.0,0.78125,0.545455,0.854403
EXC,2026-07-20,2026-08-21,32,2,2,0,2,47.0,50.0,3.0,3.0,1.0,0.0,0.47
EXE,2026-07-20,2026-08-21,32,5,3,2,5,80.0,100.0,5.0,5.0,1.0,0.8,0.96
EXE,2026-07-20,2026-09-18,60,2,0,2,2,80.0,85.0,5.0,5.0,1.0,0.0,0.47
EXPD,2026-07-20,2026-08-21,32,3,2,1,3,145.0,155.0,5.0,5.0,1.0,0.666667,0.713333
EXPE,2026-07-20,2026-09-18,60,1,0,1,1,160.0,160.0,,,1.0,0.0,0.36
EXR,2026-07-20,2026-08-21,32,1,0,1,1,135.0,135.0,,,1.0,0.0,0.36
F,2026-07-20,2026-07-31,11,15,10,5,10,12.5,21.0,0.5,4.0,0.3125,0.666667,0.761458
F,2026-07-20,2026-08-07,18,5,3,2,4,13.0,15.0,0.5,1.0,1.0,0.8,0.85
F,2026-07-20,2026-08-14,25,3,1,2,3,8.5,14.0,2.75,5.0,1.0,0.666667,0.713333
F,2026-07-20,2026-08-21,32,8,5,3,7,12.0,18.0,1.0,1.0,1.0,0.75,0.95
F,2026-07-20,2026-08-28,39,3,2,1,3,8.5,16.0,3.75,4.5,1.0,0.666667,0.713333
F,2026-07-20,2026-09-18,60,8,5,3,7,6.0,17.0,1.0,6.0,0.416667,0.75,0.804167
FANG,2026-07-20,2026-08-21,32,2,2,0,2,200.0,210.0,10.0,10.0,1.0,0.0,0.47
FANG,2026-07-20,2026-09-18,60,1,0,1,1,140.0,140.0,,,1.0,0.0,0.36
