symbol,signal,strategy,sector,ai_score,base_ai_score,dealer_score_adjustment,dealer_context_status,dealer_snapshot_date,institutional_positioning_score,positioning_label,gamma_regime,gamma_flip,primary_call_wall,primary_put_wall,range_probability,breakout_probability,market_structure_confidence,confidence,underlying_price,strike,expiry,spread_pct,option_volume,open_interest,quote_timestamp,option_data_source,price_source,last_price,ask,bid,contract_ticker,dte,option_entry,target_price,stop_price,contracts,estimated_cost,max_risk,estimated_reward,reward_risk_ratio,delta,gamma,theta,vega,rho,volatility,market_regime,technical_score,greeks_score,regime_score,volatility_score,risk_score,portfolio_penalty,portfolio_notes,ranking_reason,trade_notes
GPN,CALL,LONG_CALL,Unknown,85.3277547133826,79.8111866406393,5.516568072743301,FRESH,2026-07-24,44.31753194251329,NEUTRAL,NEGATIVE_GAMMA,,100.0,50.0,35.0,75.0,90.0,HIGH,77.86000061035156,80.0,2026-10-16,0.05063291139240499,10,663,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,6.9,8.1,7.7,O:GPN261016C00080000,84,7.9,10.270000000000001,6.715,2,1580.0,237.0000000000001,474.0000000000002,2.0,0.5800104555641331,0.022179551516773054,-0.04423533734035352,0.15098498286802264,0.0,0.45679290138566814,BULL_TREND,70.0,79.2447465625572,100.0,70.0,100.0,0.0,,"Technical=70.0 | Greeks=79.2 | Regime=100.0 | Volatility=70.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=80.00; spot=77.86; target |delta|=0.45; estimated delta=0.3845; moneyness=1.46%. | expiration_mode=automatic; selected_dte=84. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+5.52, confidence=90.00.",Live contract: O:GPN261016C00080000. | Entry source: POLYGON_PERSISTED_QUOTE; quote time: 2026-07-24. | High AI score candidate. | Bullish options candidate.
XLV,CALL,LONG_CALL,Unknown,84.89923544243725,80.22067812929492,4.678557313142315,FRESH,2026-07-24,36.22502894738275,MODERATELY_BEARISH,NEGATIVE_GAMMA,,152.0,100.0,35.0,75.0,90.0,MEDIUM,161.44000244140625,163.0,2026-07-31,inf,85,2768,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,1.28,2.31,0.0,O:XLV260731C00163000,7,1.28,1.6640000000000001,1.088,15,1920.0,287.9999999999999,576.0000000000001,2.0000000000000013,0.4469536874478116,0.11208985300814757,-0.10446301939085374,0.08972802722990617,0.0,0.15747020017692423,BULL_TREND,80.0,52.88271251717967,100.0,100.0,100.0,0.0,,"Technical=80.0 | Greeks=52.9 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=163.00; spot=161.44; target |delta|=0.45; estimated delta=0.0060; moneyness=0.66%. | expiration_mode=automatic; selected_dte=7. | Dealer positioning MODERATELY_BEARISH (NEGATIVE_GAMMA), adjustment=+4.68, confidence=90.00.",Live contract: O:XLV260731C00163000. | Entry source: POLYGON_PERSISTED_QUOTE; quote time: 2026-07-24. | Medium AI score candidate. | Bullish options candidate.
JNJ,CALL,LONG_CALL,Unknown,84.46966032840666,80.50618842029107,3.96347190811559,FRESH,2026-07-24,40.9378377485852,NEUTRAL,NEGATIVE_GAMMA,,280.0,210.0,35.0,75.0,90.0,MEDIUM,259.2699890136719,265.0,2026-07-31,0.07513416815742396,2275,1589,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,2.88,2.9,2.69,O:JNJ260731C00265000,7,2.795,3.6335,2.37575,7,1956.4999999999998,293.4749999999999,586.9500000000003,2.0000000000000013,0.433253327892416,0.04502128886094931,-0.25041782714656174,0.14545005724356622,0.0,0.24040505612967425,BULL_TREND,80.0,54.024753681164256,100.0,100.0,100.0,0.0,,"Technical=80.0 | Greeks=54.0 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=265.00; spot=259.27; target |delta|=0.45; estimated delta=0.0000; moneyness=2.21%. | expiration_mode=automatic; selected_dte=7. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+3.96, confidence=90.00.",Live contract: O:JNJ260731C00265000. | Entry source: POLYGON_PERSISTED_QUOTE; quote time: 2026-07-24. | Medium AI score candidate. | Bullish options candidate.
JPM,CALL,LONG_CALL,Unknown,83.1148796147279,81.72945922548757,1.3854203892403185,FRESH,2026-07-24,41.417376005035344,NEUTRAL,NEGATIVE_GAMMA,,350.0,270.0,35.0,75.0,90.0,MEDIUM,349.8999938964844,355.0,2026-07-31,0.0869565217391305,2710,1721,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,3.5,3.6,3.3,O:JPM260731C00355000,7,3.45,4.485,2.9325,5,1725.0,258.75000000000006,517.5000000000001,2.0,0.44366144832337184,0.038011766669966786,-0.301558685738923,0.1950789862076125,0.0,0.21316967574614265,BULL_TREND,80.0,58.91783690195027,100.0,100.0,100.0,0.0,,"Technical=80.0 | Greeks=58.9 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=355.00; spot=349.90; target |delta|=0.45; estimated delta=0.0000; moneyness=1.46%. | expiration_mode=automatic; selected_dte=7. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+1.39, confidence=90.00.",Live contract: O:JPM260731C00355000. | Entry source: POLYGON_PERSISTED_QUOTE; quote time: 2026-07-24. | Medium AI score candidate. | Bullish options candidate.
KRE,CALL,LONG_CALL,Unknown,82.81705464496099,77.33178203565446,5.485272609306538,FRESH,2026-07-24,37.45623949671764,MODERATELY_BEARISH,NEGATIVE_GAMMA,,80.0,71.0,35.0,75.0,90.0,MEDIUM,75.1500015258789,76.0,2026-07-31,inf,172,556,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,0.95,1.5,0.0,O:KRE260731C00076000,7,0.95,1.2349999999999999,0.8075,21,1995.0,299.24999999999994,598.4999999999999,2.0,0.4401369765912147,0.174874382198676,-0.06531161558435318,0.04175775710114182,0.0,0.21619677102353824,BULL_TREND,70.0,57.327128142617816,100.0,100.0,100.0,0.0,,"Technical=70.0 | Greeks=57.3 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=76.00; spot=75.15; target |delta|=0.45; estimated delta=0.0000; moneyness=1.13%. | expiration_mode=automatic; selected_dte=7. | Dealer positioning MODERATELY_BEARISH (NEGATIVE_GAMMA), adjustment=+5.49, confidence=90.00.",Live contract: O:KRE260731C00076000. | Entry source: POLYGON_PERSISTED_QUOTE; quote time: 2026-07-24. | Medium AI score candidate. | Bullish options candidate.
XOP,CALL,LONG_CALL,Unknown,82.1903806520326,78.24470285773167,3.9456777943009316,FRESH,2026-07-24,39.735096340714705,MODERATELY_BEARISH,NEGATIVE_GAMMA,,170.0,130.0,45.0,65.0,90.0,MEDIUM,175.66000366210938,170.0,2026-07-31,0.10619469026548681,11,117,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,5.7,5.95,5.35,O:XOP260731C00170000,7,5.65,7.345000000000001,4.8025,3,1695.0000000000002,254.25000000000006,508.5000000000001,2.0,0.7051421064904811,0.043327668975113226,-0.20311032176199745,0.08243064548141069,0.0,0.3315975219726574,BULL_TREND,80.0,44.97881143092668,100.0,100.0,100.0,0.0,,"Technical=80.0 | Greeks=45.0 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=170.00; spot=175.66; target |delta|=0.45; estimated delta=0.0016; moneyness=1.05%. | expiration_mode=automatic; selected_dte=7. | Dealer positioning MODERATELY_BEARISH (NEGATIVE_GAMMA), adjustment=+3.95, confidence=90.00.",Live contract: O:XOP260731C00170000. | Entry source: POLYGON_PERSISTED_QUOTE; quote time: 2026-07-24. | Medium AI score candidate. | Bullish options candidate.
XLF,CALL,LONG_CALL,Unknown,81.04071339400144,77.06086009604438,3.97985329795706,FRESH,2026-07-24,36.796295804194536,MODERATELY_BEARISH,NEGATIVE_GAMMA,,55.0,50.0,45.0,65.0,90.0,MEDIUM,55.83000183105469,56.5,2026-07-31,0.14285714285714285,801,5525,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,0.45,0.45,0.39,O:XLF260731C00056500,7,0.42000000000000004,0.546,0.35700000000000004,47,1974.0000000000002,296.09999999999997,592.1999999999999,2.0,0.45114465577715296,0.322449609604144,-0.03652521600532453,0.03110453613927775,0.0,0.15815214831197555,BULL_TREND,65.0,64.24344038417752,100.0,100.0,100.0,0.0,,"Technical=65.0 | Greeks=64.2 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=56.50; spot=55.83; target |delta|=0.45; estimated delta=0.0000; moneyness=2.10%. | expiration_mode=automatic; selected_dte=7. | Dealer positioning MODERATELY_BEARISH (NEGATIVE_GAMMA), adjustment=+3.98, confidence=90.00.",Live contract: O:XLF260731C00056500. | Entry source: POLYGON_PERSISTED_QUOTE; quote time: 2026-07-24. | Medium AI score candidate. | Bullish options candidate.
ABBV,CALL,LONG_CALL,Unknown,80.58388276405185,76.09687530520378,4.48700745884807,FRESH,2026-07-24,40.01875469019936,NEUTRAL,NEGATIVE_GAMMA,,250.0,220.0,35.0,75.0,90.0,MEDIUM,256.9200134277344,260.0,2026-07-31,0.025531914893617082,737,775,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,5.9,5.95,5.8,O:ABBV260731C00260000,7,5.875,7.6375,4.9937499999999995,3,1762.5,264.37500000000017,528.75,1.9999999999999987,0.4916129892727455,0.025831995325880597,-0.4513612847371452,0.14274719903508373,0.0,0.4353960402229876,BULL_TREND,65.0,60.38750122081514,100.0,100.0,100.0,0.0,,"Technical=65.0 | Greeks=60.4 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=260.00; spot=256.92; target |delta|=0.45; estimated delta=0.0004; moneyness=1.20%. | expiration_mode=automatic; selected_dte=7. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+4.49, confidence=90.00.",Live contract: O:ABBV260731C00260000. | Entry source: POLYGON_PERSISTED_QUOTE; quote time: 2026-07-24. | Medium AI score candidate. | Bullish options candidate.
VLO,CALL,LONG_CALL,Unknown,79.79194458830248,79.00476717204914,0.7871774162533463,FRESH,2026-07-24,39.8683901827502,MODERATELY_BEARISH,NEGATIVE_GAMMA,,320.0,280.0,35.0,75.0,90.0,MEDIUM,305.260009765625,310.0,2026-08-07,0.11764705882352941,1442,320,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,8.1,9.0,8.0,O:VLO260807C00310000,14,8.5,11.05,7.225,2,1700.0,255.00000000000006,510.0000000000001,2.0,0.42493704017137934,0.013848432552812985,-0.40672040257249586,0.2378486889188852,0.0,0.4801213907768683,BULL_TREND,80.0,60.01906868819656,100.0,70.0,100.0,0.0,,"Technical=80.0 | Greeks=60.0 | Regime=100.0 | Volatility=70.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=310.00; spot=305.26; target |delta|=0.45; estimated delta=0.0014; moneyness=1.55%. | expiration_mode=automatic; selected_dte=14. | Dealer positioning MODERATELY_BEARISH (NEGATIVE_GAMMA), adjustment=+0.79, confidence=90.00.",Live contract: O:VLO260807C00310000. | Entry source: POLYGON_PERSISTED_QUOTE; quote time: 2026-07-24. | Medium AI score candidate. | Bullish options candidate.
XLI,CALL,LONG_CALL,Unknown,79.26846059433018,72.89466054236087,6.373800051969308,FRESH,2026-07-24,38.9701102045045,MODERATELY_BEARISH,NEGATIVE_GAMMA,,180.0,165.0,35.0,75.0,90.0,MEDIUM,181.94000244140625,184.0,2026-07-31,inf,34,174,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,1.21,2.85,0.0,O:XLI260731C00184000,7,1.21,1.573,1.0285,16,1936.0,290.4,580.8,2.0,0.4053969743453173,0.0791033569537384,-0.14265418479523567,0.10128643407460414,0.0,0.19515713937125384,BULL_TREND,65.0,47.5786421694435,100.0,100.0,100.0,0.0,,"Technical=65.0 | Greeks=47.6 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=184.00; spot=181.94; target |delta|=0.45; estimated delta=0.0000; moneyness=1.68%. | expiration_mode=automatic; selected_dte=7. | Dealer positioning MODERATELY_BEARISH (NEGATIVE_GAMMA), adjustment=+6.37, confidence=90.00.",Live contract: O:XLI260731C00184000. | Entry source: POLYGON_PERSISTED_QUOTE; quote time: 2026-07-24. | Medium AI score candidate. | Bullish options candidate.
CI,CALL,LONG_CALL,Unknown,79.06346218318025,74.46111428371988,4.602347899460369,FRESH,2026-07-24,40.585440342403125,NEUTRAL,NEGATIVE_GAMMA,,260.0,250.0,35.0,75.0,90.0,MEDIUM,286.2900085449219,290.0,2026-08-28,0.18050541516245489,100,100,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,14.85,15.1,12.6,O:CI260828C00290000,35,13.85,18.005,11.772499999999999,1,1385.0,207.75000000000006,415.49999999999994,1.9999999999999991,0.5013466344035472,0.010824578306896012,-0.21764713149649187,0.352427189806927,0.0,0.4189480177600398,BULL_TREND,60.0,61.844457134879534,100.0,100.0,100.0,0.0,,"Technical=60.0 | Greeks=61.8 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=290.00; spot=286.29; target |delta|=0.45; estimated delta=0.2226; moneyness=1.30%. | expiration_mode=automatic; selected_dte=35. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+4.60, confidence=90.00.",Live contract: O:CI260828C00290000. | Entry source: POLYGON_PERSISTED_QUOTE; quote time: 2026-07-24. | Medium AI score candidate. | Bullish options candidate.
DE,CALL,LONG_CALL,Unknown,74.63044505338634,69.66120489044201,4.9692401629443355,FRESH,2026-07-24,40.2384193016251,NEUTRAL,NEGATIVE_GAMMA,,700.0,600.0,35.0,75.0,90.0,MEDIUM,610.02001953125,575.0,2026-08-07,0.1338028169014085,124,124,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,24.5,60.6,53.0,O:DE260807C00575000,14,56.8,73.84,48.279999999999994,0,0.0,0.0,0.0,0.0,0.8788867347955578,0.00406738551529556,-0.3974924212669211,0.20526102968357687,0.0,0.4088526235504948,BULL_TREND,65.0,34.64481956176802,100.0,100.0,100.0,0.0,,"Technical=65.0 | Greeks=34.6 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=575.00; spot=610.02; target |delta|=0.45; estimated delta=0.0000; moneyness=1.64%. | expiration_mode=automatic; selected_dte=14. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+4.97, confidence=90.00.",Live contract: O:DE260807C00575000. | Entry source: POLYGON_PERSISTED_QUOTE; quote time: 2026-07-24. | Position size is zero under current risk limits. | Medium AI score candidate. | Bullish options candidate.
LQD,PUT,LONG_PUT,Unknown,72.75897214476194,76.88140929373509,-4.122437148973152,FRESH,2026-07-24,41.62956948166193,NEUTRAL,NEGATIVE_GAMMA,,110.0,107.0,45.0,65.0,90.0,MEDIUM,106.26000213623047,106.5,2026-08-28,0.10909090909090897,107,107,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,0.76,1.16,1.04,O:LQD260828P00106500,35,1.1,1.4300000000000002,0.935,18,1980.0,297.00000000000006,594.0000000000001,2.0,-0.5490257902417973,0.17198258313643652,-0.014701289906146962,0.1292403466882832,0.0,0.07041837991442793,BEAR_TREND,65.0,87.52563717494036,100.0,40.0,100.0,0.0,,"Technical=65.0 | Greeks=87.5 | Regime=100.0 | Volatility=40.0 | Risk=100.0 | Signal aligned with market regime. | Greeks are in preferred range. | Target-delta strike=106.50; spot=106.26; target |delta|=0.45; estimated delta=0.0000; moneyness=-1.19%. | expiration_mode=automatic; selected_dte=35. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=-4.12, confidence=90.00.",Live contract: O:LQD260828P00106500. | Entry source: POLYGON_PERSISTED_QUOTE; quote time: 2026-07-24. | Medium AI score candidate. | Bearish options candidate.
BIIB,CALL,LONG_CALL,Unknown,66.16841704870245,61.36568360798477,4.802733440717674,FRESH,2026-07-24,40.31247750276649,NEUTRAL,NEGATIVE_GAMMA,,210.0,180.0,45.0,65.0,90.0,LOW,200.6199951171875,235.0,2026-08-07,inf,16,107,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,1.5,2.55,0.0,O:BIIB260807C00235000,14,1.5,1.9500000000000002,1.275,13,1950.0,292.5000000000001,585.0000000000002,2.0,0.05945418699041819,0.006282916969257084,-0.08062339928671403,0.04470665695266324,0.0,0.4752179115848031,BULL_TREND,60.0,21.462734431939083,100.0,70.0,100.0,0.0,,"Technical=60.0 | Greeks=21.5 | Regime=100.0 | Volatility=70.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=235.00; spot=200.62; target |delta|=0.45; estimated delta=0.0001; moneyness=2.18%. | expiration_mode=automatic; selected_dte=14. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+4.80, confidence=90.00.",Live contract: O:BIIB260807C00235000. | Entry source: POLYGON_PERSISTED_QUOTE; quote time: 2026-07-24. | Lower-confidence candidate; review carefully. | Bullish options candidate.
