strike,call_open_interest,put_open_interest,call_volume,put_volume,gamma_exposure,delta_exposure,vanna_exposure,charm_exposure,liquidity_score
705.0,18991.0,64247.0,3267.0,3553.0,-193075627.2020953,3083653916.8509135,-13435055.126725841,57453148.865210265,100.0
706.0,1298.0,1283.0,251.0,538.0,473197.6871403842,88724149.83590716,45349.10209860449,-878274.583511785,87.51321733630627
707.0,1430.0,1628.0,427.0,357.0,-1160399.0418827108,108037747.79925969,-78778.77439767211,31399.488792611926,88.08750285787539
708.0,934.0,1458.0,509.0,368.0,-2371501.2498780834,86558987.49718396,-188876.64624829945,595091.4601594093,87.56400058858466
709.0,1288.0,1950.0,358.0,805.0,-2479273.230349225,116051649.46007189,-219606.85146092606,56439.767876845704,89.4694226019738
710.0,47659.0,45496.0,9383.0,5648.0,-22726841.20044093,3313435578.721581,-2110658.273840536,-7454621.558690237,100.0
711.0,1015.0,778.0,222.0,88.0,598238.1201268837,61606283.047897965,72328.56726063574,-488837.97042468376,83.4420893857033
712.0,2285.0,1212.0,527.0,54.0,5262085.788891938,109834035.01737295,602020.4355772955,-3669723.8286300628,87.65922463771923
712.5,106.0,54.0,20.0,1.0,236962.41509371827,5037672.955225771,28674.91988533324,-142803.68553961956,67.05804263752057
713.0,1692.0,1307.0,355.0,491.0,1165211.5500593395,102141888.32603678,146011.81489550456,-1161841.5818743515,88.24738857073203
714.0,1226.0,2921.0,774.0,87.0,-5991006.0258536935,156525070.83514452,-699547.1693514137,430365.12639821414,89.43410130471403
715.0,25846.0,25046.0,3578.0,661.0,-3267108.248753106,1785780095.4809563,-206874.62043317637,-14869929.183830615,100.0
716.0,817.0,568.0,396.0,48.0,1080881.3767570578,45020559.01245125,156609.5539389509,-948117.7791138199,83.61384297562319
717.0,724.0,1105.0,490.0,101.0,-1710878.708467955,68486922.1021911,-230085.248452543,253612.13312029286,85.44276926507615
717.5,87.0,45.0,54.0,4.0,185205.38546899767,4012622.5949690863,29163.031954475686,-124483.31764087355,69.34883428049329
718.0,984.0,918.0,716.0,37.0,104926.51716560898,65974888.97765045,34181.86144104373,-531542.1965644273,86.3053311395604
719.0,1157.0,535.0,582.0,47.0,2461828.5042787693,50658003.55123486,390887.68810448924,-1584225.4434230966,85.3570602956227
720.0,53509.0,40343.0,9669.0,2383.0,27415531.71039926,3207627447.367775,4763912.030175943,-37958202.79341262,100.0
721.0,1403.0,922.0,400.0,20.0,1490118.1803777395,76326649.41839343,297613.7964424076,-1058817.8583754727,85.25956716682226
722.0,4837.0,807.0,3984.0,48.0,15634587.552031703,137788152.98592436,2824717.405544965,-8430395.433538862,95.14163655266327
722.5,369.0,46.0,13.0,1.0,1339534.6549626768,8992474.81426104,241495.50606254872,-739476.2255259018,69.23154901422105
723.0,1759.0,534.0,786.0,59.0,4995117.656795744,58268849.7873435,920589.1035483304,-3249954.9010458738,87.30474112073128
724.0,1391.0,358.0,397.0,46.0,3936387.322880208,44020953.20121792,753460.0991051007,-2403620.542509717,84.42327242150813
725.0,32141.0,21879.0,7220.0,315.0,23963475.207345944,1797051550.3874304,4935823.77358865,-28737901.53551574,100.0
726.0,1051.0,524.0,784.0,19.0,1822814.5512432544,46412241.71729515,379774.60431210266,-1345366.1791493162,85.83805625399928
727.0,1073.0,963.0,508.0,1222.0,574151.550808819,66135358.8126843,135884.82601481996,-1460596.7396447742,89.03668062232245
727.5,63.0,5.0,13.0,1.0,222099.2131274707,1201247.1271471432,47640.24502058444,-136676.08802967565,62.94352336939704
728.0,1465.0,215.0,761.0,95.0,4398553.3799539395,35445202.01159226,940047.0606838646,-2577588.2499970333,86.2553182227235
729.0,1169.0,401.0,484.0,27.0,2752332.403840677,38318607.77869584,612473.590221755,-1998862.1240214584,84.47311060901319
730.0,63748.0,29635.0,14910.0,549.0,98892536.59540683,2743167139.878033,23070383.186854754,-79349484.15014113,100.0
731.0,1249.0,185.0,805.0,9.0,3528741.2773949234,27646627.172031928,819917.4552754596,-2244705.8429640443,85.55078478840062
732.0,1388.0,250.0,680.0,41.0,3695445.6739105084,32334678.899343394,883911.8561524986,-2461403.7025872874,85.65252094228188
732.5,53.0,8.0,172.0,8.0,152900.8496725385,1080535.8351335714,38059.37850848029,-98178.99067236175,70.0404614414553
733.0,5253.0,320.0,2631.0,26.0,16360537.06376882,89582094.75973648,4131014.1910259333,-9632558.243775204,93.84652644596619
734.0,1109.0,366.0,745.0,178.0,2301472.846999717,33781793.68358604,589147.6908561755,-1865126.2975037147,86.02595473298652
735.0,54770.0,23999.0,5007.0,164.0,81806232.08964217,2139235716.9028878,21389870.41519858,-73342937.05087766,100.0
736.0,2524.0,442.0,882.0,147.0,5829529.841903496,66708034.78216741,1558472.4620381957,-3002956.242971282,88.79551541468891
737.0,1827.0,1358.0,644.0,1022.0,1147216.3048483387,103583787.50806805,405854.9308974265,-1914731.8680449517,90.48916786489737
737.5,126.0,1.0,186.0,1.0,370752.4959627028,1212084.2163461053,102243.50372495677,-227220.16588816297,72.6914318122085
738.0,2987.0,143.0,627.0,7.0,8390510.116591144,41819997.34922279,2393150.7759438474,-4694401.756150928,87.53275202132049
739.0,1285.0,64.0,1517.0,15.0,3202370.4557139245,17890122.344572194,900361.9486356371,-1794476.6916693053,87.23245518662911
740.0,81232.0,27980.0,15865.0,306.0,133567487.5214084,2732463497.717312,39676840.600262366,-96450133.94017366,100.0
741.0,907.0,72.0,1280.0,15.0,2144851.7693683696,12534386.162931845,641982.7507433356,-1281940.7799182958,85.60754763156282
742.0,2480.0,167.0,1250.0,156.0,6210918.341201748,38079495.27006318,1951680.6813926843,-3480837.626128366,89.3331048810423
742.5,46.0,5.0,111.0,18.0,99583.35197059561,622059.9214730036,31232.539813887717,-69651.51976745087,68.43195636640175
743.0,1121.0,135.0,1557.0,58.0,2275387.790435433,17184748.85254085,708356.1290646391,-1547997.0046641368,87.14081894730899
744.0,1245.0,96.0,934.0,52.0,2577647.8862125967,17610440.816573065,812986.0284949244,-1496553.7994069753,85.89071722966115
745.0,37185.0,9841.0,7841.0,104.0,55544135.3396065,1117914639.6360598,17886422.935359098,-35487492.93507559,100.0
746.0,1488.0,61.0,639.0,13.0,2727131.030882355,12510314.849040903,884283.9523252033,-1741398.849150109,85.15576712252582
747.0,2326.0,199.0,1095.0,36.0,4285265.860424643,29339468.87037552,1452572.6367153875,-2723936.8068529265,88.51559683647591
748.0,3143.0,43.0,1020.0,39.0,6289491.323670081,23501461.417099617,2171080.8152368194,-3546480.445005715,89.131996161779
749.0,1284.0,42.0,1048.0,39.0,2289004.4824906387,9955007.51932562,803037.198542552,-1379064.6153017625,86.14365540241039
750.0,93526.0,28014.0,18994.0,1836.0,136333873.43111196,2565364843.753276,50965725.81641948,-124736569.63561068,100.0
751.0,986.0,18.0,1008.0,8.0,1535364.1467740575,5499860.257345762,544580.0384128873,-1002124.4641074296,84.96843705987179
752.0,669.0,7.0,182.0,3.0,972423.9088760403,3172825.147634062,347793.8568869354,-630082.6768930833,78.48908947633257
753.0,1391.0,63.0,290.0,60.0,1837376.3173439284,9174875.733614467,676155.6005754607,-1271466.4630978927,83.07202279901718
754.0,482.0,20.0,257.0,20.0,596957.738391606,3321590.401085384,218462.7731912252,-409699.8316088844,78.654928936421
755.0,26118.0,4400.0,3258.0,478.0,39775172.063561514,593479435.8672014,15458841.075802274,-21831571.312177032,99.67811528845645
756.0,702.0,24.0,150.0,27.0,919343.104307818,4158731.145919593,365581.05776554055,-561643.48200003,78.60659332224357
757.0,718.0,6.0,321.0,4.0,809213.1777243156,2479048.1962635573,317025.9059264817,-495631.2071692846,80.41229293609149
758.0,627.0,24.0,218.0,24.0,732149.9322872997,3921317.1259076446,299178.65941553534,-451579.74388682813,79.15934029676492
759.0,743.0,0,411.0,0,806234.867197052,2649610.062949698,324456.4208854691,-435955.63657724124,81.2052136699644
760.0,57088.0,8231.0,9822.0,1526.0,76980928.16201581,1141666966.5047755,32188064.04510082,-40466133.673626885,100.0
761.0,551.0,11.0,78.0,1.0,444867.9597262825,2096491.0832637914,179662.36918394745,-272189.70227944077,75.31255860251056
762.0,112.0,22.0,87.0,3.0,150532.97800453263,2177105.2917339033,71121.37977810988,-94230.25290133244,70.70104024408505
763.0,60.0,0,18.0,0,104604.5313113947,447578.344982313,47544.0245466895,-38540.77655620721,63.22137546210591
764.0,134.0,0,5.0,0,215575.65463053595,764935.7326608673,100249.13050075942,-91292.49584934197,62.543740132218666
765.0,27295.0,4408.0,2664.0,981.0,30215389.879851434,551652227.3448808,13561540.865661727,-18510419.40823768,99.60415786571582
766.0,464.0,10.0,28.0,4.0,686498.2028619313,3138966.787333116,328568.5926651602,-336411.87373694195,72.06112449852068
767.0,155.0,0,77.0,0,233169.62765979173,873442.6153458093,112191.72601302431,-105852.38173311291,70.74462250544215
768.0,113.0,0,9.0,0,169256.28609411238,667158.3894959935,82177.74305543625,-75035.88836300917,63.48444984836287
769.0,152.0,0,37.0,0,204554.877284478,661263.2875422421,101474.88349395763,-107097.71552567363,68.51929120405268
770.0,43206.0,2822.0,4700.0,1749.0,54053183.61609292,598096145.7050315,25661529.170835212,-21293392.110878244,100.0
771.0,329.0,0,25.0,0,416910.8616649701,1393341.9187636352,213430.8011678389,-209906.6148522685,70.07111390467628
772.0,560.0,0,15.0,0,672876.0365537693,2089298.147232478,347595.40613681596,-351712.5729031047,70.47178933604877
773.0,223.0,1.0,24.0,1.0,254320.12556214884,848624.4648840593,134091.59659410667,-129826.36114879741,68.73064102177992
774.0,195.0,13.0,10.0,20.0,201262.17283938423,1561458.6384052215,110026.2421869173,-116918.1739968381,69.00013149533228
775.0,29221.0,2085.0,2395.0,750.0,35613164.61440384,460370579.070712,17585749.032283504,-9060095.777767543,99.16166125085468
776.0,54.0,0,1.0,0,87975.01321434205,463395.2926074885,46933.089893146906,-34815.746140576826,56.10510768999348
777.0,16.0,0,3.0,0,25577.85567402167,133385.9553447198,13829.891254888382,-10188.02687922306,54.07512978755642
778.0,42.0,0,2.0,0,65846.68813172057,339813.78189558745,36085.692394277554,-26175.15500764558,56.4600372709318
779.0,66.0,1.0,30.0,1.0,99145.09296707965,574249.441314594,55579.209091266624,-41419.28673201497,65.16548467651555
780.0,44547.0,1938.0,8906.0,1483.0,51312542.058590546,583659906.0935193,26820993.236609165,-9468578.443236325,100.0
781.0,13.0,0,2.0,0,19216.468616126098,96506.89656525127,10926.670329864111,-7254.774172902931,52.53253751965773
782.0,24.0,3.0,3.0,3.0,29407.039075556888,364036.7345047064,17537.270727230145,-18629.959431014,57.500446232779154
783.0,6.0,0,9.0,0,8515.063735528323,41972.02260961253,4959.335527504585,-2973.2616528762496,53.71844080067573
784.0,6.0,5.0,1.0,1.0,-358.6133070654814,361413.155187672,855.2795637845261,-13126.671267875892,51.99301014026233
785.0,26845.0,425.0,989.0,158.0,20570419.154537357,150095166.89940017,11757634.773906713,-6804208.568681176,96.13732973063853
786.0,84.0,0,1.0,0,111973.6488664739,536613.6335890797,67531.53023221807,-31918.5345239993,57.62872093939594
787.0,62.0,0,2.0,0,80945.8486149605,384547.2718123096,49358.50331980297,-20976.859963424587,57.796808408374694
788.0,8.0,0,1.0,0,10226.077113908903,48135.25259982353,6305.303369819452,-2352.2114689167665,49.7697275623566
789.0,25.0,1.0,1.0,2.0,29659.80760983872,210464.80795694407,18726.75025848479,-8313.690837447868,55.694312114374824
790.0,60377.0,388.0,11101.0,645.0,61280250.965201065,373429733.6609984,37262638.918978624,-20706812.183728583,100.0
791.0,45.0,0,24.0,0,53944.637488891574,247204.91862046442,34314.152905658986,-13625.325957049206,63.05687236231644
792.0,93.0,1.0,60.0,1.0,107488.00306997643,560299.85857831,69288.04056948792,-32991.129959801576,68.31997227573717
793.0,10.0,0,1.0,0,11462.651250078161,51672.98570456624,7434.578696852012,-3567.658341213485,50.47207499647413
794.0,3.0,0,2.0,0,3360.9454409222526,15034.648436402413,2200.810267281718,-1122.43347263007,48.147867129923945
795.0,13339.0,262.0,2134.0,330.0,12751627.300605286,125179722.5762004,7872308.431305785,-2369219.6017990503,96.74274367850491
796.0,88.0,0,50.0,0,94028.77128335513,414201.2780462553,62774.693910921946,-34597.93512607594,67.50570419223547
797.0,21.0,1.0,7.0,1.0,20551.244809572003,162060.1985445327,14058.714814066987,-10621.025114767363,57.56590348776068
798.0,36.0,0,8.0,0,36678.993641988396,159395.6490370183,24951.874863759633,-14166.8870530628,59.22988642626344
799.0,5.0,0,2.0,0,4969.287524105925,21437.94986234398,3413.9683013077392,-1939.7048561782324,49.56699500830252
800.0,129589.0,1307.0,27841.0,309.0,125975756.12364982,1039153349.3910149,82468649.30221778,-13989702.313535133,100.0
801.0,5.0,0,1.0,0,4729.04155277145,20129.519227454635,3312.6723661166593,-1836.2637286629877,48.350599683978025
802.0,46.0,0,2.0,0,42453.678691141475,179614.5937258191,30023.279024385592,-16249.400892637885,56.771353471989535
803.0,1.0,0,1.0,0,900.0275380877655,3783.4878330825886,642.8088557657453,-336.6134960451305,44.50545667363964
804.0,94.0,0,10.0,0,82336.65984998665,343328.7318522863,59458.110783623015,-29688.76229543681,63.132254938997
805.0,39017.0,686.0,403.0,42.0,27224319.67764346,179732952.25745896,19338664.43388706,-9355569.288470482,93.3009568560602
806.0,12.0,0,1.0,0,9883.071249799617,40314.2889659779,7327.2700618792305,-3108.304022347988,51.056764292795215
807.0,12.0,0,1.0,0,9768.952880378614,40079.61701887072,7260.180823522183,-3042.488422308035,51.056764292795215
808.0,13.0,0,1.0,0,10323.827160543906,42117.12340659791,7749.10691882203,-2991.360929483816,51.316142195333235
809.0,22.0,0,1.0,0,16760.517365780302,67041.90766163378,12829.120492412734,-3997.0928272510564,53.053671297431855
810.0,37108.0,634.0,844.0,353.0,31730764.960217856,312247184.5201999,22251790.155167013,790892.6757615011,96.26522633602619
811.0,12.0,0,10.0,0,8735.658672891344,34671.89342896802,6808.060106615488,-1633.9164326129978,56.17100856951049
812.0,16.0,0,1.0,0,11541.071216179878,46137.21878457884,9005.69789683398,-2134.7097107675804,51.995688245876586
813.0,43.0,0,8.0,0,30250.784783146402,120207.26227954582,23854.199144674152,-4580.118202444264,59.83633745072257
814.0,28.0,0,1.0,0,19244.17451919573,76110.54297380004,15321.51757902802,-2291.1442699419345,53.86497694663249
815.0,8177.0,228.0,233.0,9.0,5019714.090659795,48701350.53494759,3786713.711707518,-1906612.548080703,88.10763788449935
816.0,1400.0,0,16.0,0,918972.5090182147,3604078.092971688,737606.3579012773,-164422.2248005323,73.85693544434818
817.0,2.0,0,1.0,0,1280.0941747090499,4993.51914041587,1031.7545946817654,-273.8740612379828,45.92458455201822
818.0,6.0,0,2.0,0,3751.080645701349,14578.117827061626,3035.51174922043,-905.4204004977628,50.10652238769792
819.0,1.0,0,1.0,0,621.7209572852298,2438.1601211679513,503.226306042489,-147.74057987022357,44.50545667363964
820.0,51819.0,617.0,942.0,122.0,38664772.891354226,320318471.9681744,29957578.67543313,-4954108.167071188,95.91219023443057
821.0,3.0,0,1.0,0,1761.8882532203872,6816.308326792115,1441.752354796912,-520.6270552926995,46.93147180559945
822.0,37.0,0,36.0,0,20916.310773116038,79938.8752612546,17261.663253791434,-6778.759762372586,63.56430529697502
823.0,45.0,0,1.0,0,24843.69182264756,94692.42032523904,20606.794208206335,-8334.608740497335,55.47968642939167
824.0,2.0,0,1.0,0,1077.7922931447213,4096.252820799616,898.8232061514273,-371.44725011906405,45.92458455201822
825.0,24535.0,4382.0,1853.0,6759.0,4831587.172006584,338522123.094424,4097587.2693457184,-27595446.07838268,100.0
826.0,53.0,0,34.0,0,27271.690784307197,103216.76897545232,22989.09429187744,-9690.17204278729,64.6274883474432
827.0,5.0,0,4.0,0,2507.5644239576545,9458.122023198708,2127.54653085421,-896.8650362457732,51.09947187960049
828.0,3.0,0,1.0,0,1471.4483906804019,5542.173029428417,1255.4326920399383,-526.5208523099102,46.93147180559945
829.0,1.0,0,1.0,0,477.53696773051007,1791.7440163598228,410.41778180596197,-169.65653378442855,44.50545667363964
830.0,29932.0,4309.0,178.0,5731.0,14625976.67456872,101879732.13566922,12031478.640559837,-73104.27359827375,100.0
831.0,1.0,0,1.0,0,453.8113531629912,1692.3892927355714,395.70872693456397,-155.8519343325776,44.50545667363964
832.0,2.0,0,2.0,0,890.2968596640318,3321.0061074735745,780.3719300187183,-300.69976114800335,47.14097987634271
833.0,39.0,0,8.0,0,16946.143970596182,63066.78472836763,14961.648796943859,-5555.564059708088,59.502751821407436
834.0,226.0,0,96.0,0,95816.10218897171,355692.0916377711,85240.90873458899,-30250.8435386281,72.71145799669506
835.0,8754.0,544.0,197.0,361.0,4314349.224088737,26551105.034661308,3763791.4005444273,-117844.76988853706,90.96026593213898
836.0,11.0,0,22.0,0,4457.486961370938,16496.781234776903,4022.0796888836744,-1290.382043510641,58.10365592204545
837.0,5.0,0,1.0,0,1974.6351235520933,7284.97776456382,1797.2948338996912,-534.6718153328219,48.350599683978025
838.0,3.0,0,1.0,0,1160.556176628366,4278.9246378971975,1063.4019195180208,-296.80118847109,46.93147180559945
839.0,500.0,0,500.0,0,189436.54703711867,697907.427007963,174777.9691814353,-45326.53887938974,80.40793965705161
840.0,30057.0,700.0,4040.0,140.0,13234293.005163502,76723974.04822776,11672909.609565366,-707971.3208717364,100.0
841.0,3.0,0,1.0,0,1083.1109933518665,3970.590789068977,1016.6587262698614,-209.70168329604354,46.93147180559945
842.0,32.0,0,30.0,0,11306.654108950632,41395.28552536386,10694.862396366645,-1942.66682366042,62.53973807858812
843.0,27.0,0,2.0,0,9334.40995544077,34124.21631923519,8899.680954798916,-1384.3857297698678,54.958552651617545
844.0,78.0,0,1.0,0,26379.08280282196,96275.36730069481,25357.4151193346,-3245.1329623533884,57.37250902531441
845.0,7097.0,408.0,736.0,6.0,3106520.2628600174,19161065.654527053,2862752.984831734,47969.76939034729,91.06419106308566
846.0,2.0,0,1.0,0,646.8044488750108,2351.435535954324,632.5325307645379,-43.18678061231073,45.92458455201822
847.0,1.0,0,2.0,0,316.13381424028495,1146.6919206409323,311.95777206548337,-11.26676763005325,45.72185199796414
848.0,2.0,0,1.0,0,622.2605007451715,2259.4376401508507,617.5059316929844,-9.910343298818264,45.92458455201822
849.0,36.0,0,35.0,0,10945.042667584205,39637.40943563162,10964.672790786157,203.87824661954352,63.38876950962312
850.0,58893.0,917.0,1317.0,1544.0,21343147.208050683,127978374.71026796,19812892.78215778,-381112.0952242878,98.87782788034919
851.0,9.0,0,6.0,0,2629.1904932283614,9502.25643406315,2634.6316435842728,-95.30715185432672,53.8967782726451
852.0,3.0,0,2.0,0,862.0021019441913,3117.70367095802,863.7818937290131,-49.980989402806394,48.147867129923945
853.0,3.0,0,1.0,0,840.8627023440631,3032.0154669738495,842.5284014724156,-79.38504515948796,46.93147180559945
854.0,2.0,0,1.0,0,626.6007092472414,2406.749812468259,610.2835097083193,-55.610992294152275,45.92458455201822
855.0,6825.0,0,230.0,0,3438960.267360974,24198152.31874972,3355065.428472081,503784.7155145564,87.22698258469865
856.0,29.0,0,24.0,0,7650.425471724905,27528.92993585661,7679.718480444049,-1241.7642757498238,61.56081831042215
857.0,5.0,0,1.0,0,1295.7877205411467,4664.890666318388,1302.0343036822362,-230.67357630995107,48.350599683978025
859.0,1.0,0,1.0,0,247.52322289157757,888.2419394673605,249.53396568546546,-53.58165723578056,44.50545667363964
860.0,28850.0,3.0,213.0,5.0,18064926.623857707,125723880.60989001,18373323.12578616,1700669.1489258085,91.16721518944951
861.0,1.0,0,2.0,0,238.43484855784737,856.0463224541049,241.23536855298602,-57.02780431255149,45.72185199796414
862.0,18.0,0,2.0,0,4210.940562892311,15120.743073018064,4269.376259783962,-1048.1266373242293,53.60137329308687
863.0,6.0,0,29.0,0,1643.1397891505017,6362.129430981413,1657.3613851949892,-16.83356088262375,57.01427766668006
864.0,1.0,0,1.0,0,225.05275966972218,808.2139796974812,229.29027470073848,-59.635506326722854,44.50545667363964
865.0,7624.0,0,3193.0,0,4197246.976287813,31599029.203423478,4343754.601206854,1566839.5689766482,95.49424459148952
870.0,30348.0,0,2675.0,0,8205905.351721357,47401218.79650168,8360729.864827342,33334.97885324736,98.67623526374436
875.0,16267.0,0,70.0,0,3544743.8288399666,21605300.31301471,3826866.516965854,317572.13490255945,86.72738306571885
880.0,23894.0,0,629.0,0,11885098.347232856,80000419.275144,13577897.633511294,2657166.5740712876,94.33715945815673
885.0,7647.0,0,35.0,0,1660720.8359462186,8599711.557714121,1898181.370411451,99470.56190726528,82.04825490692765
890.0,3830.0,1.0,122.0,2.0,968795.4067479703,5838275.7037899755,1131104.9902866133,241251.09957855172,83.36393869872452
895.0,2288.0,0,724.0,0,668524.7730361422,4122095.6243550433,807610.3754950681,171561.5734925385,86.834061084398
900.0,109073.0,1.0,687.0,1.0,19425523.085450914,110395357.88096362,23130940.96821809,3263440.902014342,94.60572381304098
905.0,2765.0,0,292.0,0,677725.9714304172,4185378.9969361173,843053.1174412745,209376.29134127506,84.77856911983766
910.0,7763.0,0,541.0,0,1764746.9710105956,10356368.195919553,2216562.6074428787,362682.1450196054,90.2361833093301
915.0,16971.0,0,121.0,0,1310070.8798726192,5449714.30099366,1587436.0106199896,-44487.9156008405,88.49968385632752
920.0,10339.0,0,1156.0,0,1878177.8770578871,10133714.579555485,2349026.158964085,167718.3206272236,93.5139701997995
925.0,11290.0,0,775.0,0,1145310.7493173315,5268694.48684559,1394855.4033909314,30502.705083520126,92.62362185568148
930.0,12995.0,0,271.0,0,3150017.5671120356,18799908.80906213,4295283.455306795,681325.7410584998,89.97079533764946
935.0,3095.0,0,138.0,0,398355.09929427033,2295895.74454093,538582.5400834447,69986.63180345418,82.93595362087574
940.0,3238.0,0,247.0,0,436636.777164103,2411537.7767798216,607773.9494699604,134672.9941325982,84.8308559555946
945.0,2309.0,1.0,23.0,2.0,302359.1731151364,1769348.1218376355,426501.4387051545,95992.68190860457,76.88331425002478
950.0,89119.0,1.0,1218.0,1.0,10611640.826958556,62421740.8997672,15411767.440035056,4058632.4006656073,96.3198184131819
955.0,3046.0,0,29.0,0,454240.95958254137,2538770.686417866,676573.1500473241,240052.49491590093,78.28028687143643
960.0,12428.0,0,227.0,0,2641656.904185096,16597293.636831913,4057807.1000956465,1547350.3134595654,89.28529394447261
965.0,9630.0,0,9103.0,0,2405537.428825987,16191082.139406016,3756549.6878221175,1141818.8506354447,97.10459819546301
970.0,17477.0,0,22.0,0,2146824.6260371082,11494185.06111858,3271835.1209050016,1144554.4226161889,83.59692643944365
975.0,6854.0,0,22.0,0,1200320.55862022,7151067.354239045,1914995.016205558,640286.4704104454,80.32105021977489
980.0,1690.0,0,223.0,0,171731.09518861712,905904.1874339962,239089.68295498265,50356.44655367208,82.25070187671015
985.0,453.0,0,134.0,0,40130.51402125049,223110.22277152134,63641.99874893986,16576.064317419467,76.12916452846001
990.0,7435.0,0,456.0,0,982087.8911169814,5704167.904273291,1570187.6264709614,360375.30328244617,89.57335939362729
995.0,281.0,0,10.0,0,21440.565408066734,119566.78707763214,34549.38308113789,8865.872570416182,66.9403605666785
1000.0,36178.0,0,257.0,0,3440806.416141376,21578349.11253488,5536869.087688178,2563408.358682236,91.65887875476486
1005.0,6317.0,0,33.0,0,1121550.2903198244,7502560.627444536,1959356.5752123618,1060542.7596075449,81.20813450861559
1010.0,375.0,0,5.0,0,46621.031245210914,279169.57864449936,79274.10003365055,21517.537725009974,66.1288404095488
1015.0,106.0,0,3.0,0,12837.998833888994,77278.73004707639,22027.04550856902,6195.14352937586,60.51378400397634
1020.0,195.0,0,37.0,0,18603.01630366498,110408.44637045621,32104.740339530952,9599.428026569969,69.38615978648596
1025.0,202.0,0,8.0,0,22368.086926907497,134806.07810727583,39313.354161654875,12606.18267988405,65.18789465865491
1030.0,183.0,0,3.0,0,12846.979809428303,75180.61344042803,22304.69823128178,7204.5165153813305,62.41115823499112
1035.0,6137.0,0,141.0,0,661081.8085694857,4091502.4403369403,1191175.7446957394,438238.2033434458,85.39537099593267
1040.0,144.0,0,4.0,0,9652.696711209212,56654.07177616516,17197.56853245726,6506.7584783344,62.24688183577431
1045.0,28.0,0,2.0,0,3018.0033147973,19297.167597359774,5556.824671736476,2143.6893431160115,55.08137227095698
1050.0,1615.0,0,5947.0,0,35975.93089266726,162095.98977219965,55739.73010361739,10524.912110740406,90.85698233678364
1055.0,170.0,0,118.0,0,19506.320309813073,130988.83461164967,36319.78327102743,11838.48567181231,72.3331929270939
1060.0,289.0,0,5.0,0,8375.675159395394,43146.72764075363,13950.171222479765,4469.02217409479,65.21986163811599
1065.0,1259.0,0,1004.0,0,45863.510515592396,264899.56177661533,78615.88174457083,20554.38802272767,85.72426296128887
1070.0,524.0,0,437.0,0,29700.02730088603,190614.11623087892,53454.89521103235,17104.097174953356,80.16855065020002
1075.0,1306.0,0,77.0,0,76271.27014911042,480672.8283114714,147236.21352049935,60122.15390187232,78.18434047775355
1080.0,7895.0,0,15.0,0,469563.59605238686,2829104.129900418,945891.0116632183,672597.9743572576,79.72715670061595
1085.0,12350.0,0,2416.0,0,561514.2028460841,3433902.234269985,1092084.994086403,482059.8604018277,96.3460702286435
1090.0,1062.0,0,174.0,0,35720.48459310208,200502.42927957643,65932.55277209709,33983.12251117771,79.88533424596736
1100.0,13159.0,0,707.0,0,434607.55400363,2475085.2248406056,804954.2211296438,380446.43037010735,92.88461249815873
