strike,call_open_interest,put_open_interest,call_volume,put_volume,gamma_exposure,delta_exposure,vanna_exposure,charm_exposure,liquidity_score
735.0,315.0,0,6.0,0,4813.042546701622,40252.855307605176,5496.245971797975,-1581.7910272115441,65.98282819472013
740.0,1136.0,0,9.0,0,22174.089386666044,198336.97182479675,25984.31471538413,-3888.7952452884147,71.53427500710902
745.0,476.0,0,3.0,0,9290.026661482218,84225.2787118248,10314.11501252283,-2765.0430903367965,65.74519080146887
750.0,849.0,0,53.0,0,11255.533728591092,94547.14968591701,16029.324875234324,7435.871599911123,75.5752793628881
755.0,488.0,0,4.0,0,8560.971509648534,78853.29152271347,12821.213814113005,10496.365591056834,66.50158245046435
760.0,521.0,0,16.0,0,7642.331030790454,68602.77623707226,11285.8146584981,8506.814098713785,70.40147658975789
770.0,208.0,0,15.0,0,3478.2206310898105,32614.08228195063,5180.430091579893,3639.348018004424,67.01593604859617
780.0,237.0,0,8.0,0,3396.690850206782,31050.556641352392,3873.089200431523,-956.5680786336313,65.74462108985881
790.0,455.0,0,4.0,0,6213.438660585033,56919.048964129965,9397.921592137925,4128.24404925268,66.25703857060265
800.0,758.0,0,164.0,0,5369.907311229446,44981.64759841186,7003.352851301766,1391.490693284369,78.52984264258644
810.0,552.0,0,3.0,0,7279.2514930783855,68640.22536584559,10028.214369741063,1582.5281302185601,66.26263608868784
820.0,566.0,0,3.0,0,7007.323221988786,66331.87142014716,9903.443840796052,2625.570171605812,66.3501406464068
830.0,1847.0,0,33.0,0,11635.885741852138,98873.20379917788,15298.915005073868,2047.5212704875667,76.90558895655418
840.0,725.0,0,4.0,0,7129.99129386755,67011.45722141713,10691.639259695003,9520.659151419592,67.88473878918909
850.0,2056.0,0,429.0,0,22400.961979038108,216721.50967276676,34908.37297055333,21542.267217331304,84.89286923984818
860.0,1463.0,0,3.0,0,18998.23526376195,196025.5002130747,28394.241542726246,12499.783507932825,69.67013001418407
870.0,530.0,0,8.0,0,5337.71565804947,52868.232051510786,6374.411364114316,-114.05726756450986,68.55334080635544
880.0,1424.0,0,23.0,0,16382.215159411484,168800.31964785425,24138.142319791543,9008.769917243024,74.95090631550346
890.0,3315.0,0,14.0,0,35189.39266484714,364193.28869627067,52517.404283884316,32380.467350265237,76.49695141019978
900.0,11762.0,0,108.0,0,65611.84915406325,602351.5058414435,103842.77280634739,80290.36860422959,86.87854366504898
